PropertyName,Address,City,State,ZipCode,PhoneNumber,TotalSqFt,NetRentableSqFt,TotalAcres,NumBuildings,NumFloors,PropertyStatus,ImpressionRating,LocationRating,CompletionDate
Robinbrooke Storage,601 Robinbrooke Blvd,Elizabethtown,KY,42701,2707371482,72585,68955,5.13,3,1,Completed,C,C+,2008-01-01
Gold Vault Storage,329 North Wilson Road,Radcliff,KY,40160,2703512127,14855,14112,1.65,5,1,Completed,C,C+,2004-01-01
Sams Stor - All,1560 North Bardstown Road,Mount Washington,KY,40047,5025384630,13320,12654,27,4,1,Completed,C,C,1992-01-01
SecurCare Self Storage,13304 US Highway 42,Prospect ,KY,40059,5027916721,63363,60194,4.51,13,1,Completed,B,A,2004-01-01
Secured Mini Storage,3671 Coral Ridge Road,Brooks,KY,40109,5029556363,27084,25729,4.55,3,1,Completed,C,C,2002-01-01
Shelby Mini Storage,600 Mack Walters Road,Shelbyville,KY,40065,5026475526,23056,21903,7.28,7,1,Completed,C,C+,2006-01-01
Shepherdsville Mini Storage,168 Salt Well Road,Shepherdsville,KY,40165,5023730998,16050,15247,1.18,3,1,Completed,C,C,1997-01-01
"Shop Drive In Self Storage, The",4850 Crittenden Drive,Louisville,KY,40209,5023686611,77000,73150,15.5,1,1,Completed,B,C-,2018-04-05
Smyrna Self Storage,8912 Smyrna Pkwy,Louisville,KY,40228,NULL,29000,27550,10.6,3,1,Planned,NR,B-,NULL
South Park Office & Warehouse,9300 National Turnpike,Fairdale,KY,40118,5023615615,11085,10530,4.28,4,1,Completed,C,C+,1997-01-01
Public Storage,7818 Saint Andrews Church Road,Louisville,KY,40214,5024961446,62900,NULL,3.99,10,1,Completed,C,C+,1998-01-01
Space Center Storage,1990 Midland Trail,Shelbyville,KY,40065,5026339922,74944,71196,12.02,13,1,Completed,B,C+,1997-01-01
Space Center Storage,9301 Storage Way,Louisville,KY,40291,5022396676,72750,69112,4.55,12,1,Completed,B,B-,1995-01-01
Spring Street Self Storage,120 North Spring Street,Louisville,KY,40206,5025620777,72558,68930,3.48,14,1,Completed,B,C+,2006-01-01
Stor All,6300 Commerce Park Court,Louisville,KY,40118,5024389528,59296,56331,8.23,5,1,Completed,B,C+,2015-01-01
Stor All,111 Park Place Drive,Louisville,KY,40243,5024984758,70845,67302,3.88,6,1,Completed,B,B+,1999-01-01
Stor All,1919 Brownsboro Road,Louisville,KY,40206,5024984752,95253,90490,4.48,28,1,Completed,C,C+,1988-01-01
Stor All,4100 Cane Run Road,Louisville,KY,40216,5024984744,109122,103665,7.73,6,1,Completed,B,C+,1997-01-01
Stor All,10007 Dixie Hwy,Louisville,KY,40272,5024102981,81579,77500,4.12,5,1,Completed,B,C+,1996-01-01
Stor All,301 East Gaulbert Avenue,Louisville,KY,40208,5024984754,102782,97642,4.39,18,1,Completed,B,C+,1992-01-01
Stor All,9911 LaGrange Road,Louisville,KY,40223,5024984759,67522,64145,3.4,6,1,Completed,C,B+,1996-01-01
Stor All,5601 New Cut Road,Louisville,KY,40214,5024984751,53814,51123,4.14,11,1,Completed,B,C+,1988-01-01
Storage - M - All,754 Brandenburg Road,Brandenburg,KY,40108,2704225354,5000,4750,2.51,2,1,Completed,C,C+,1997-01-01
Storage 265,1310 Bell Lane,New Albany,IN,47150,8123248633,62600,59470,21.67,6,1,Completed,B,B-,2018-09-04
Storage 911,5089 North Preston Hwy,Pioneer Village,KY,40165,5026842225,73400,69730,11.18,13,1,Completed,C,C+,1997-01-01
Storage Express,935 State Street,New Albany,IN,47150,8125853446,26462,25138,1.21,4,1,Completed,B,C+,1997-01-01
Storage Express,850 Progress Blvd,New Albany,IN,47150,8122288633,55926,53129,3.67,12,1,Completed,C,B-,1977-01-01
Storage Express,902 Webb Street,Salem,IN,47167,8126719646,28150,26742,2.33,9,1,Completed,C,C+,1989-01-01
Storage Express,2225 East 10th Street,Jeffersonville,IN,47130,8122141735,71411,67840,4.14,11,1,Completed,B,B-,1987-01-01
Storage Express,2307 Grant Line Road,New Albany,IN,47150,8125673952,37430,35558,1.87,3,1,Completed,C,C+,1989-01-01
Storage Express,8331 Highway 44 East,Mt Washington,KY,40047,5023243667,71000,67450,5.28,14,1,Completed,B,C+,1996-01-01
Storage Express,142 Market Street,Charlestown,IN,47111,8124965606,11300,10735,0.87,4,1,Completed,C,C+,1990-01-01
Storage Express,910 Woodstock Drive,Clarksville,IN,47129,8123162509,86896,82551,7.61,15,1,Completed,C,C+,1976-01-01
Storage Express,4201 Perry Crossing Road,Sellersburg,IN,47172,8124960571,55820,53029,3.8,11,1,Completed,B,B-,2011-01-01
Storage Express,1000 Hardy Way,Sellersburg,IN,47172,8124960175,49889,47394,2.94,6,1,Completed,B,B,2010-01-01
Storage Express,513 Little League Blvd,Clarksville,IN,47129,8122501979,43540,37009,2.15,4,2,Completed,A,C+,1972-01-01
Storage Express,1713 1/2 East 10th Street,Jeffersonville ,IN,47130,8125853383,62096,58991,3.27,14,1,Completed,B,B-,1995-01-01
Storage Express,2515 East 10th Street,Jeffersonville ,IN,47130,8124960930,48894,46449,3.88,9,1,Completed,C,B-,1995-01-01
Storage Express,8601 National Turnpike,Fairdale,KY,40118,5023542551,55655,52872,2.99,16,1,Completed,B,C+,1998-01-01
Storage Masters,5717 West Hwy 22,Crestwood,KY,40014,5022432959,38788,36848,2.63,4,1,Completed,B,C+,2001-01-01
Storage Masters,5800 Concord Avenue,Crestwood,KY,40014,5022432959,54500,51775,3.45,8,1,Completed,B,B+,2009-01-01
Storage Now,2657 Leitchfield Road,Elizabethtown,KY,42701,2707237353,24800,23560,4.93,4,1,Completed,B,C+,2003-01-01
Storage Place,4507 Mattingly Court,Buckner,KY,40010,5022229330,16000,15200,1.62,3,1,Completed,C,B+,2001-01-01
"Storage Place, The",215 Parker Drive,La Grange,KY,40031,5022229330,41000,38950,2.68,3,1,Completed,C,C+,1990-01-01
Extra Space Storage,6456 Outer Loop,Louisville,KY,40228,5022005252,89590,85110,4.74,9,1,Completed,A,C+,1999-01-01
"Storage Project, The",9801 Preston Crossing Blvd,Louisville,KY,40229,5027490024,105085,89322,8.04,8,2,Completed,A,B,2018-11-02
"Storage Store , The",6540 Frankfort Road,Shelbyville,KY,40065,5025234698,4118,3912,0.33,1,1,Completed,C,C,2000-01-01
Eminence Self Storage,1850 Ballardsville Road,Eminence,KY,40019,5024663831,27334,25967,2.19,10,1,Completed,C,C,1996-01-01
Stow - A - Way Mini - Warehouse,262 Shelby Avenue,Radcliff,KY,40160,2703518877,8548,8120,0.78,4,1,Completed,C,C+,1996-01-01
Stow - Away Mini Warehouse,5501 Buchannan Avenue,Bardstown,KY,40004,5023481221,22867,21723,2.19,4,1,Completed,C,C+,2014-01-01
Stowaway Mini - Storage,450 Old Seven Mile Pike,Shelbyville,KY,40065,5026334213,61050,57997,25.38,11,1,Completed,C,C+,1996-01-01
Mt Washington Self Storage,160 Louise Court,Mt. Washington,KY,40047,5022306782,32000,30400,1.4,5,1,Completed,B,C+,1997-01-01
Summit Storage Center,799 Summit Drive,Shelbyville,KY,40065,5026471700,11240,10678,2.03,2,1,Completed,C,C+,2004-01-01
Super Self Storage,4701 Hamburg Pike,Jeffersonville,IN,47130,8122820800,41100,39045,4.38,8,1,Completed,C,C+,1993-01-01
Susannah Storage,101 Wildcat Lane,Bardstown,KY,40004,5023485822,13781,13091,1.24,2,1,Completed,C,C+,2005-01-01
Susannah Storage,103 Susannah Drive,Bardstown,KY,40004,5023485822,15747,14959,1.19,3,1,Completed,C,C+,2003-01-01
Extra Space Storage,1103 SW 3rd Avenue,Miami,FL,33130,7862995100,111375,NULL,0.4,1,4,Completed,A,B,2016-11-22
Extra Space Storage,2434 SW 28th Lane,Miami,FL,33133,7868141101,60070,NULL,0.29,1,7,Completed,A,B+,2017-12-12
Extra Space Storage,590 NW 137th Avenue,Miami,FL,33182,3059380360,94200,NULL,1.19,1,5,Completed,A,B,2016-01-01
CubeSmart Self Storage,1100 NE 79th Street,Miami,FL,33138,7868640444,102830,NULL,0.69,1,5,Completed,A,B-,2018-09-07
Dadeland Storage,9300 South Dixie Hwy,Miami,FL,33156,NULL,146837,110127,0.76,1,8,Prospective,NR,B+,NULL
Drive - in Mini Storage,1905 NE 146th Street,North Miami,FL,33181,3059449669,45491,43216,2.62,4,1,Completed,B,C,1978-01-01
Extra Space Storage,201 NW 37th Avenue,Miami,FL,33125,7868012984,142207,106655,0.67,1,7,Completed,A,C+,2018-08-13
Extra Space Storage,5055 NW 77th Avenue,Miami,FL,33166,3058495854,58177,55268,2.49,3,1,Completed,B,C,1986-01-01
iStorage,8105 Park Blvd,Miami,FL,33126,3055637239,36547,31064,1,1,2,Completed,A,B,1998-01-01
Public Storage,5609 NE 2nd Avenue,Miami,FL,33137,3059010998,85003,63752,0.4,1,3,Completed,A,C,2017-05-30
Public Storage,180 West 6th Street,Hialeah,FL,33010,3055765248,101582,76186,0.98,1,4,Completed,A,C,2017-10-02
Public Storage,91 SW 3rd Street,Miami,FL,33130,3055399374,120740,90555,0.46,1,7,Completed,A,B,2017-10-16
Public Storage,2190 SW 8th Street,Miami,FL,33135,3058740999,104113,78084,0.49,1,7,Completed,A,C+,2017-02-02
Extra Space Storage,2995 Okeechobee Road,Hialeah,FL,33012,7867143298,104013,78009,1.42,1,4,Completed,A,C+,2008-01-01
Extra Space Storage,10760 SW 186th Street,Miami,FL,33157,7867143308,99072,84211,2.91,3,2,Completed,A,B-,2004-01-01
Extra Space Storage,5903 NW 183rd Street,Miami Gardens,FL,33015,3058495934,148061,111045,2.3,2,4,Completed,A,C+,2009-01-01
Extra Space Storage,17531 NW 2nd Avenue,Miami,FL,33169,3058495955,35680,33896,1.16,1,1,Completed,B,C,1971-01-01
Extra Space Storage,27232 South Dixie Hwy,Naranja,FL,33032,8778428740,133466,100099,2.54,1,4,Completed,A,C,2009-01-01
Extra Space Storage,20240 NW 2nd Avenue,Miami,FL,33169,3058495835,87053,73995,3.96,10,2,Completed,B,C-,1988-01-01
Extra Space Storage,10345 Hammocks Blvd,Miami,FL,33196,7867143348,79130,59347,1.27,1,3,Completed,A,B,2007-01-01
Extra Space Storage,9848 Coral Way,Miami,FL,33165,3058495947,103820,77865,3.34,9,3,Completed,B,B-,1992-01-01
Extra Space Storage,850 East 65th Street,Hialeah,FL,33013,3058495848,117407,88055,1.78,1,3,Completed,A,C+,2010-01-01
Extra Space Storage,11851 SW 147th Avenue,Miami,FL,33196,3058495858,86307,64730,2.94,1,4,Completed,A,B,2011-01-01
Extra Space Storage,12380 SW 8th Street,Miami,FL,33184,3058495869,84284,71641,4,9,2,Completed,B,B-,1988-01-01
Extra Space Storage,2990 West 84th Street,Hialeah,FL,33018,7867143309,125602,94201,1.2,1,4,Completed,A,B,2014-01-01
Extra Space Storage,8890 SW 72nd Street,Miami,FL,33173,7867143300,90270,85756,5.36,10,1,Completed,B,B,1986-01-01
Extra Space Storage,9400 Sunset Drive,Miami,FL,33173,3058495886,85219,72436,4.81,10,2,Completed,B,B,1989-01-01
Extra Space Storage,13800 SW 84th Street,Miami,FL,33183,7867143292,90350,85832,5.29,12,1,Completed,B,B,1987-01-01
Big & Small Storage,231 Business Park Drive,Lebanon,TN,37090,6154495300,36601,34770,2.83,4,1,Completed,C,C,2006-01-01
Brentwood Self Storage,1714 General George Patton Drive,Brentwood,TN,37027,6153718030,45160,42902,3.57,8,1,Completed,C,A-,1987-01-01
Burnt Knob Self Storage,5940 Burnt Knob Road,Murfreesboro,TN,37129,NULL,50400,47880,7.4,12,1,Planned,NR,C,NULL
Business Park Mini Storage,121 Business Park Drive,White House,TN,37188,6156724322,72100,68495,4.39,14,1,Completed,C,B-,2015-01-01
U - Haul Moving & Storage,506 Fesslers Lane,Nashville,TN,37210,6157365231,154275,115706,1.69,1,4,Completed,A,C,2018-03-14
Compass Self Storage,461 Waldron Road,La Vergne,TN,37086,6152087505,60785,57745,3.37,8,1,Completed,B,B+,1995-01-01
Compass Self Storage,702 Jessica Street,Murfreesboro,TN,37130,6152008910,48666,46232,3.71,6,1,Completed,C,C+,1990-01-01
Compass Self Storage,200 Front Street,Smyrna,TN,37167,6152009050,43200,32400,1.52,3,3,Completed,B,B,1989-01-01
Compass Self Storage,1022 Nissan Drive,Smyrna,TN,37167,6159301469,126201,119890,10.5,19,1,Completed,C,B,1992-01-01
Compton's Storage,2811 Smith Springs Road,Nashville,TN,37217,6153650003,25200,23940,2,5,1,Completed,C,C+,2001-01-01
Conway Self Storage,1414 Warrior Drive,Murfreesboro,TN,37128,NULL,41900,39805,10.68,2,1,Planned,NR,C+,NULL
Cool Springs Storage,258 Mallory Station Road,Franklin,TN,37067,6157717672,55516,52740,6.03,8,1,Completed,C,B,1994-01-01
Cubby Holes Self Storage,4232 Westcap Road,Whites Creek,TN,37189,6152990200,31200,29640,4.17,5,1,Completed,C,B-,1997-01-01
Cubby Holes Self Storage Phase II,4232 Westcap Road,Whites Creek,TN,37189,6152990200,50000,47500,4.23,1,1,Planned,NR,B-,NULL
Midgard Self Storage,1932 Cason Lane,Murfreesboro,TN,37128,9313541101,52825,50183,6.65,7,1,Completed,B,B,2017-12-05
CubeSmart Self Storage,4815 Trousdale Drive,Nashville,TN,37220,6153312100,110757,105219,5.9,16,1,Completed,B,C+,1985-01-01
CubeSmart Self Storage,2757 Murfreesboro Pike,Antioch,TN,37013,6153617867,78150,74242,6.46,7,1,Completed,B,C+,1986-01-01
CubeSmart Self Storage,3300 John Mallette Drive,Nashville,TN,37218,6152421820,67939,57748,2.73,3,2,Completed,A,C+,2002-01-01
Storage Rentals of America,719 Rivergate Pkwy,Goodlettsville,TN,37072,6153754899,79634,75652,6.98,5,1,Completed,B,C+,1990-01-01
Storage Rentals of America,307 South Main Street,Goodlettsville,TN,37072,6159303669,48609,41317,3.07,6,2,Completed,B,C+,1988-01-01
CubeSmart Self Storage,3541 Murfreesboro Pike,Antioch,TN,37013,6156412992,69955,66457,5.23,11,1,Completed,B,B,1998-01-01
CubeSmart Self Storage,425 Swiss Avenue,Nashville,TN,37211,6153315559,65200,55420,10.65,7,2,Completed,B,B-,1996-01-01
CubeSmart Self Storage,2426 Brick Church Pike,Nashville,TN,37207,6152629030,68149,57926,4.94,7,2,Completed,A,C+,2002-01-01
CubeSmart Self Storage,2825 Lebanon Pike Road,Nashville,TN,37214,6158855045,84730,80493,4.46,9,1,Completed,C,B-,1987-01-01
CubeSmart Self Storage,1058 Murfreesboro Pike,Nashville,TN,37217,6153666000,110795,105255,6.4,14,1,Completed,B,C-,1978-01-01
CubeSmart Self Storage,1202 Antioch Pike,Nashville,TN,37211,6158333532,113805,108114,6.41,13,1,Completed,C,C+,1973-01-01
CubeSmart Self Storage,5916 Robertson Avenue,Nashville,TN,37209,6153538700,76368,72549,4.42,6,1,Completed,B,B-,2001-01-01
CubeSmart Self Storage,2365 South Church Street,Murfreesboro,TN,37130,6158962191,95010,90259,6.47,9,1,Completed,B,B-,1997-01-01
Storage Rentals of America,316 Martingale Drive,Old Hickory,TN,37138,6154928570,49200,46740,8.92,7,1,Completed,C,B,1998-01-01
Devon Self Storage,1210 Gallatin Pike South,Madison,TN,37115,6152087628,173274,147282,7.09,16,2,Completed,B,C,1968-01-01
E - Z Storage,1119 Courier Place,Smyrna,TN,37167,6153551274,41550,39472,3.39,10,1,Completed,B,B-,1989-01-01
Eagle Country Rental,1320 New Highway 52,Westmoreland,TN,37186,6156708358,32107,30501,5.71,13,1,Completed,C,C,2003-01-01
Eagleville Mini Storage,309 South Main Street,Eagleville,TN,37060,6152743833,64824,61582,9.8,13,1,Completed,C,C,1993-01-01
East Nashville Self Storage,800 Main Street,Nashville,TN,37206,6157420066,79470,59602,3.72,1,3,Completed,B,C,1969-01-01
Economy Mini - Storage,174 Airport Road,Gallatin,TN,37066,6154523385,55338,52571,9.31,11,1,Completed,C,C+,1985-01-01
Extra Space Storage,2101 Antioch Pike,Antioch,TN,37013,6152955043,51950,49352,4.89,7,1,Completed,C,C+,1986-01-01
Extra Space Storage,497 Liberty Pike,Franklin,TN,37064,6154188935,103210,98049,9.55,15,1,Completed,B,B,1986-01-01
Extra Space Storage,900 Murfreesboro Pike,Nashville,TN,37217,6154267426,60154,57146,3.29,7,1,Completed,B,C-,1986-01-01
Extra Space Storage,5341 Cane Ridge Road,Antioch,TN,37013,6152039732,75360,64056,3.74,9,2,Completed,B,B+,1987-01-01
Extra Space Storage,5845 Charlotte Pike,Nashville,TN,37209,6154182333,89550,85072,7.66,1,1,Completed,B,C+,1979-01-01
Extra Space Storage,3744 Annex Avenue,Nashville,TN,37209,6154185728,89653,76205,4.39,8,2,Completed,B,B-,1986-01-01
Extra Space Storage,121 Madison Street,Nashville,TN,37208,6156478674,92996,69747,1.42,1,4,Completed,A,B-,2018-10-01
Extra Space Storage,6350 Nolensville Pike,Nashville,TN,37211,6158237779,93800,79730,4.92,2,2,Completed,A,C,2018-01-31
Fairground Street Mini Storage,110 Fairground Street,Franklin,TN,37064,6157904751,32125,30518,3.69,4,1,Completed,C,B-,1996-01-01
Farrer Bros. Self - Storage,2129 Mercury Blvd,Murfreesboro,TN,37130,6158673343,59274,56310,6.27,18,1,Completed,B,C+,2000-01-01
Florence Road Self Storage,7112 Florence Road,Smyrna,TN,37167,6154599339,62600,59470,5,7,1,Completed,B,B,1989-01-01
Storelocal Franklin,500 Downs Blvd,Franklin,TN,37064,6158071543,103917,77937,4.29,1,3,Completed,A,B-,2017-11-01
Gallatin Mini - Storage,540 Airport Road,Gallatin,TN,37066,6154528081,62800,59660,4.33,13,1,Completed,B,C+,1980-01-01
Gallatin Mini - Storage,120 Nichols Lane,Gallatin,TN,37066,6154528091,40721,38684,2.85,4,1,Completed,B,B-,2006-01-01
CubeSmart Self Storage,207 Monroe Street,Nashville,TN,37208,6153498902,107663,80747,0.61,1,6,Completed,B,B-,2019-12-15
Go Store It,1249 Avondale Road,Hendersonville,TN,37075,6152648078,29475,25053,3.02,5,2,Completed,A,C+,2001-01-01
Go Store It,222 Molly Walton Drive,Hendersonville,TN,37075,6152648077,29600,28120,5,4,1,Completed,C,B-,1999-01-01
Goodview Storage,149 Goodview Way,Gallatin,TN,37066,6152067230,42000,39900,18.75,5,1,Completed,B,C,2019-10-24
New Shackle Self Storage,92 New Shackle Island Road,Hendersonville,TN,37075,6154473640,87000,82650,5.04,11,1,Completed,B,B,2018-07-02
Highway 31 Storage,4792 Columbia Avenue,Thompson Station,TN,37179,6157948825,77427,58070,1.96,1,3,Completed,A,B,2018-09-24
41A Self Storage,7588 Hwy 41A,Cedar Hill,TN,37032,6152478780,20200,19190,6,3,1,Completed,C,C+,2018-08-17
Ideal Storage,2425 South Church Street,Murfreesboro,TN,37127,6158939387,53820,51129,3.45,8,1,Completed,C,B-,1993-01-01
Ideal Storage,1020 Seals Way,Murfreesboro,TN,37129,6158939387,32702,31066,2.2,5,1,Completed,C,C+,1974-01-01
CubeSmart Self Storage,125 Saundersville Road,Hendersonville,TN,37075,6154478865,103252,77439,2.26,1,3,Completed,A,A-,2020-04-03
Interstate Mini Storage,124 Industrial Drive,White House,TN,37188,6156728814,30980,29431,2.05,6,1,Completed,B,C+,1996-01-01
Just Box It,129 Sunset Circle,Mt. Juliet,TN,37122,6154539912,32450,30827,3.31,12,1,Completed,B,B+,2006-01-01
Mini Storage Depot,5595 Murfreesboro Road,La Vergne,TN,37086,6292053360,77850,73957,5.65,5,1,Completed,B,B-,2019-09-23
Lakeside Stor N Loc,10620 TN-109,Lebanon,TN,37087,6154444800,67310,63944,5.12,10,1,Completed,B,B+,1997-01-01
Lampley's Self Storage,2394 Fairview Blvd,Fairview,TN,37062,6157999638,25924,24627,17.21,16,1,Completed,C,B,1991-01-01
Lascassas Self Storage,6854 Lascassas Pike,Lascassas,TN,37085,6154564600,39680,37696,5,6,1,Completed,C,B-,2017-11-01
LaVergne Mini Storage,475 Old Nashville Hwy,La Vergne,TN,37086,6157936464,50739,48202,6.76,7,1,Completed,B,C+,2006-01-01
840 Self Storage,7069 Leanna Central Valley Road,Murfreesboro,TN,37129,6158697606,30400,28880,5.96,4,1,Completed,C,C+,2019-04-30
Leeville Pike Storage,6016 Leeville Pike,Lebanon,TN,37090,6154273932,29600,28120,2.6,10,1,Completed,C,B-,2016-01-01
LifeStorage,364 West Main Street,Hendersonville,TN,37075,6154318860,101165,96106,5.74,16,1,Completed,B,B,1986-01-01
LifeStorage,63 New Shackle Island Road,Hendersonville,TN,37075,6158229725,76440,72618,5.9,6,1,Completed,B,B,1997-01-01
